TF	TFAs Ave.(E)	TFAs Ave.(IE)	TTS	p_val	FDR	negLog10_FDR
CDX2	0.9845899242641133	0.2230662056999627	4.710855000955841	7.462424137682251e-06	0.004678939934326771	2.3298525300071944
ING4	1.081673443926933	0.4539792465386058	4.688122927432616	7.040815566749098e-06	0.004414591360351684	2.3551094909896766
BRCA1	0.8598084666899644	0.3033194162774754	4.65182359757444	8.234087691673114e-06	0.005162772982679043	2.2871169713187287
DNMT3L	0.17770768783406618	-0.1767988450354599	4.628310213876351	8.403327416370696e-06	0.005268886290064426	2.2782811740084297
LMO4	0.2130747331533977	0.020397470397936233	4.627152613416038	8.80352892252473e-06	0.005519812634423005	2.25807566379566
GCM1	0.44946482410378424	0.08492285733148099	4.621226435491221	9.042699596713518e-06	0.005669772647139376	2.246434355581951
HDAC1	0.3526471662314123	-0.15491360986273095	4.561192918876828	1.2224478056253135e-05	0.007664747741270715	2.1155021338790028
NELFCD	0.5970086107585458	0.0526724276214502	4.544960371542123	1.2287702002115693e-05	0.00770438915532654	2.1132617887414558
NFRKB	0.5389009079839341	0.1210469074784896	4.524589708009459	1.4529347891420527e-05	0.00910990112792067	2.0404863365101504
RUNX3	0.5362824407257769	0.04968044746735789	4.499700839191994	1.6323751059163277e-05	0.010234991914095375	1.989912496105056
NR1H2	0.5266899868170979	0.11167564695561781	4.487971953606271	1.590607854246398e-05	0.009973111246124915	2.0011693365489327
MEF2D	0.7003186407454849	0.14140341023522957	4.450270346033158	1.748568406964453e-05	0.01096352391166712	1.960049831854275
SPDEF	0.9308344091569041	0.19160208743876037	4.434595665148625	2.1420791997411848e-05	0.01343083658237723	1.8718969350755523
SMARCA4	0.5005735568014344	-0.0961105430730057	4.430792882421459	2.186409596414875e-05	0.013708788169521266	1.8630009343097433
FOXF1	0.19265339063813602	0.002997399868658862	4.428127742057379	1.985606766654602e-05	0.012449754426924354	1.9048392150006548
ETV3	0.4891460864376781	0.061016619064647774	4.379241040717122	2.5103377794842814e-05	0.015739817877366443	1.803000297092099
NFIC	0.2507813976589896	-0.09562508597981291	4.351458599527007	2.391934635046528e-05	0.014997430161741732	1.8239831517569558
HIC1	0.6026291591219792	0.07792354689696847	4.309181453976788	3.4468030012083614e-05	0.021611454817576425	1.6653159967456777
TSG101	0.4022692207793212	0.11355728397487827	4.300023659411536	3.503443536625055e-05	0.021966590974639093	1.6582373366060714
KDM4C	0.5156438035034137	0.015198074910559408	4.23792560271481	4.224693925466748e-05	0.02648883091267651	1.5769372089121918
CEBPA	0.589040818676659	0.0015978588713136308	4.221310690611945	4.602345111069204e-05	0.028856703846403906	1.5397532776455638
GLI1	0.552420160602359	0.0326862288217637	4.207691898932586	4.9556233413718954e-05	0.031071758350401785	1.5076341693305069
HMGA2	0.3386436068850728	0.027202625255820918	4.180854645027533	5.045304399400678e-05	0.03163405858424225	1.499845085426496
HLTF	0.5058625558192349	0.11010954334456258	4.180342505076799	5.523519647088134e-05	0.0346324681872426	1.4605165560421636
NHLH2	0.35564118125865407	0.047114302516909394	4.152640287093036	5.936657032282397e-05	0.03722283959241063	1.4291904992258124
POU1F1	0.4010959761862421	-0.05816361667302365	4.143789585453787	6.317988799824922e-05	0.03961378977490226	1.402153607492294
WT1	0.40884583038941075	-0.0017425795405631495	4.106188087715799	7.073135067724481e-05	0.044348556874632496	1.3531205077732005
TFDP3	0.5440753389657845	0.14539785908010167	4.035796662304096	9.48861260579832e-05	0.059493601038355465	1.225529743232446
KAT5	0.5776656175944415	0.2253441470935776	3.992653721002517	0.00010571415060281003	0.06628277242796189	1.1785993345166734
MECP2	0.3835124969851233	-0.09275264812129326	3.9254115480224847	0.00013767971316643005	0.08632518015535165	1.0638625066316392
RBMX	0.7455305606805782	0.06474092207746279	3.92034305238798	0.0001581741596686442	0.09917519811223992	1.003596923306883
MED23	0.13754458861683863	-0.046577440444606946	3.893693911970647	0.00015156350071409794	0.0950303149477394	1.0221378314020537
KLF10	0.1793294427118957	-0.17819925165498368	3.8166787349407394	0.00020050189081950964	0.12571468554383256	0.900613986609056
EP300	0.30947943129992045	-0.3165041211768025	3.8033714796516223	0.00022535102744015862	0.14129509420497946	0.8498729166843011
IRF9	0.5773831419822707	0.22446127994216064	3.797693494440742	0.00022268407616141556	0.13962291575320757	0.8550432968388193
HDGF	0.4722276464168053	0.049934549273349324	3.7450375018758795	0.000274426190397191	0.17206522137903876	0.7643069024181144
RUNX1	0.3424049239756729	0.03921668775392898	3.7301286609456534	0.0002800065894181683	0.17556413156519154	0.7555642074189346
NR1H3	0.46618127739932336	0.084669524859317	3.723477561952594	0.0002893544151945751	0.18142521832699857	0.7413023456163876
NRL	0.11917733087409726	-0.004484046030516621	3.680217755977926	0.0003292856585463882	0.20646210790858538	0.6851596429724013
TTF2	0.41597730486061013	0.0720110542016152	3.664898802528353	0.0003566433980179148	0.22361541055723258	0.6504982701534678
TFAP4	0.33442343618049547	0.03772911661706546	3.6647105940442137	0.0003580301063989549	0.22448487671214473	0.6488129115947194
FOXO4	0.9609462862851407	0.4504324619571791	3.659658550817165	0.00037826561309830164	0.23717253941263514	0.624935596386821
LHX4	0.155156908219953	-0.02050199174212348	3.6565546988365836	0.00037728460932203475	0.2365574500449158	0.626063369904795
HDAC9	0.3029696422160164	-0.08598720172822022	3.633649052805909	0.0004051455909278899	0.25402628551178696	0.595121342190762
NR2F2	0.3593823272712747	-0.03612079518232684	3.6233635328758504	0.00040937591395009737	0.25667869804671106	0.5906101722504244
CREM	0.44856349714448496	0.02862176982187431	3.57364732738994	0.0005299985038052443	0.3323090618858882	0.4784578155874443
CREB5	0.5709736903414565	0.18247123860936304	3.56394077210584	0.0005098395854287414	0.3196694200638209	0.49529890683979944
NKX3-1	0.3630666797489323	-0.07711000173033566	3.5249453059817992	0.0005893990047103759	0.36955317595340564	0.43232306102686796
KHDRBS1	0.2089330796546858	-0.02694922435978703	3.5209057673790136	0.0005633962124920818	0.35324942523253533	0.4519185361136327
PRDM1	0.3974310428469108	-0.06557684948994964	3.491187127965739	0.000693750914461134	0.43498182336713104	0.3615288905770552
REST	0.27705998456978964	-0.0313677915158877	3.4846199063697787	0.0006827596662029236	0.4280903107092331	0.3684646017689019
KDM2A	1.075216923026683	0.5446665498548394	3.4812663418589898	0.0006778566938453662	0.42501614704104457	0.37159457009647984
SRSF1	0.31647809044021175	-0.019124475244200613	3.4712895063329428	0.0007131110366220691	0.44712061996203734	0.3495753012139774
BTF3	0.2371519049256795	-0.002550528539190598	3.4600740133348737	0.0006787014403060558	0.425545803071897	0.3710536883389358
ZBTB7A	0.5384180369817713	0.038881109426148336	3.4467051420415564	0.0007710047356449717	0.4834199692493973	0.31567541359801105
KLF14	0.6272339099378875	0.09795768938641956	3.420479138164835	0.0008466187470164092	0.5308299543792886	0.2750445781689778
XPC	0.23245673264162164	-5.517980878250467e-06	3.3682520356701198	0.0009849801185428683	0.6175825343263784	0.20930499465569724
NCOA4	0.45560300156044814	0.08150395314490681	3.323885630225048	0.0011441172885155934	0.7173615398992771	0.14426191098492105
MYOCD	0.3853171156646145	-0.10235853828560476	3.320530963682484	0.0011468715455058632	0.7190884590321762	0.14321768137443064
ETS2	0.2972831423209907	-0.12746037262550566	3.2644800370576874	0.0014261927723421815	0.8942228682585478	0.048554227968875575
PLAGL1	0.29142628799789955	0.06988511809571851	3.2489494677128046	0.0014927658335041072	0.9359641776070752	0.028740772806007443
LHX3	0.1986903858214953	0.03874055169791702	3.232078910434495	0.0015152346414414489	0.9500521201837885	0.02225256851398601
STAT1	0.4809666728699828	0.1460819546733127	3.2269269918711876	0.0016182124485850742	1.0	-0.0
ZNF224	0.56937502400584	0.18003293869159312	3.2223857326907157	0.0015984085895542623	1.0	-0.0
IRF3	0.36912508566037344	-0.04654082711637291	3.212769680158485	0.0016896152061921918	1.0	-0.0
FOXA2	0.1768578546785101	-0.13741803570507347	3.1973776359511383	0.0017351249885477532	1.0	-0.0
USF2	0.36619069699152024	0.10486601535374994	3.184486985204293	0.001790917911199189	1.0	-0.0
KLF11	0.2051793702566065	-0.006283859508082358	3.183577084431065	0.0018071945062995232	1.0	-0.0
DDIT3	0.34056046109592464	0.0900857548574752	3.1835316984775415	0.0018305512431527904	1.0	-0.0
MDM2	0.33205738783760996	-0.02715902079777845	3.166813458123549	0.0018925850215221354	1.0	-0.0
ISL1	0.2213465020686622	-0.1500835616037692	3.096466610663704	0.002338609821882764	1.0	-0.0
THRA	0.28124846019871963	-0.00698168051889665	3.0875397766384913	0.002442151331804373	1.0	-0.0
MEF2A	0.3215477661921587	0.05510942740573542	3.0760642830077547	0.0025529100266529904	1.0	-0.0
TAF1	0.4918169256277844	0.1522419955142845	3.060616922361831	0.0027496445156538346	1.0	-0.0
TP63	0.41963699731837323	0.024213561662080593	3.0174057655581614	0.0031159490320620833	1.0	-0.0
NCOA1	0.432669388343316	0.14600259605419208	3.015721760524388	0.0031490116714945958	1.0	-0.0
ARNT	0.4262200295211453	0.1345160112115218	3.002305412348123	0.003225295549319548	1.0	-0.0
NR5A1	0.3475757994635089	0.031598896896310694	2.9664452187639743	0.0036145426713045355	1.0	-0.0
BTG2	0.1724072590434522	-0.08736747669702913	2.96528673614049	0.0034969864206781686	1.0	-0.0
DUX4	0.21824841482136945	-0.19362495013409453	2.9572740612878903	0.003736436635867196	1.0	-0.0
MAF	0.19651198478269657	-0.1474092011122799	2.95062235930762	0.003795728368998421	1.0	-0.0
IRF8	0.26982345656027523	-0.003672005461824661	2.946142132949984	0.003746283010903085	1.0	-0.0
OTX1	0.3758281243124368	0.18807284487947237	2.938127695674622	0.003941196174093911	1.0	-0.0
SRCAP	0.3405810264154737	0.020551093768853928	2.9327234980768813	0.00398712489573308	1.0	-0.0
PDX1	0.18576750855231358	-0.034526044677150376	2.9060050249662708	0.004318623900299639	1.0	-0.0
GATA6	0.6186151583820831	0.15341306030839286	2.9047663306550766	0.004420960248629575	1.0	-0.0
SOX2	0.32427554052306096	0.06567375511041772	2.8717169296581866	0.004774798374575447	1.0	-0.0
TRIM28	0.31554917174516905	0.11256979543994518	2.8473960695716802	0.005203381827854478	1.0	-0.0
PPARG	0.5029922372878283	0.2045385415233747	2.8472687691557748	0.005194537054295933	1.0	-0.0
HOXA9	0.17496410220969835	-0.034929064023582944	2.844847640647834	0.005189808190944051	1.0	-0.0
KLF3	0.08670638091170671	-0.2295200119181389	2.798139534839675	0.005909260666336738	1.0	-0.0
TAL1	0.32352154787470055	0.04415841390383968	2.791377522971173	0.006096056815594711	1.0	-0.0
GLI2	0.24060804723910317	-0.12122564307652636	2.783444248205291	0.006291416050095652	1.0	-0.0
ETV4	-0.0052771466117621174	-0.2810092001169423	2.7744151072896273	0.006190274659550222	1.0	-0.0
NUPR1	0.33690981209791065	0.054036505600872635	2.7612145095870115	0.006546538074379492	1.0	-0.0
GATA4	0.1825137597322947	-0.06971695331785292	2.746965018945935	0.0069969089123141995	1.0	-0.0
MSX2	0.2834135646596871	0.04979969131246501	2.741965666316528	0.006929957716217515	1.0	-0.0
NPM1	0.20573353868979433	-0.009882215864142105	2.7310847614197873	0.007183180746780089	1.0	-0.0
TEF	0.26557562183559025	-0.22753446360731647	2.7308621836224223	0.007213698592420258	1.0	-0.0
NFYA	0.48630072376197303	0.18428177585288816	2.7290487823043446	0.007417789047483002	1.0	-0.0
SUGP1	0.13988016810886914	-0.1775925825627423	2.7211139737353953	0.00735974229894811	1.0	-0.0
NR3C1	0.35554692778191527	0.0652922202692031	2.703897437084305	0.007850299384940406	1.0	-0.0
ELF1	0.32731744230250304	0.006728285152093946	2.7032101995649143	0.007934950005797841	1.0	-0.0
NR4A3	0.5292507359893495	0.20069744269776701	2.6992174437965994	0.008089197611615903	1.0	-0.0
CREBBP	0.3535696996742802	0.09672703985288872	2.677848752241732	0.008468784267698646	1.0	-0.0
EN1	0.23891952673089611	0.025687950392866612	2.6754161619553947	0.008438932926780036	1.0	-0.0
FOS	0.4040968303486043	0.09329512892039378	2.667784816105574	0.008712131520609437	1.0	-0.0
PAWR	0.309062135502279	0.06402275539609491	2.660707494490748	0.00881004042843123	1.0	-0.0
SUPT3H	0.3380671581530313	0.0986578267040689	2.636884784889485	0.009309384885667887	1.0	-0.0
PTMA	0.4030661743862334	-0.03618070910762279	2.6142657603715205	0.01004439854857696	1.0	-0.0
HSF2	0.1854219233778386	0.04778661073468822	2.5562657169209513	0.011611478963010518	1.0	-0.0
SETBP1	0.9436531243703166	0.60565575861655	2.518670824416811	0.013179371998807296	1.0	-0.0
GATA3	0.17980307409569182	-0.1397677491926732	2.466939526614039	0.015071662521096145	1.0	-0.0
GZF1	0.09951097690031793	-0.22451664000626492	2.4514241500817096	0.015826056868188876	1.0	-0.0
HOXA11	0.09951097690031793	-0.22451664000626492	2.4514241500817096	0.015826056868188876	1.0	-0.0
SOX4	0.14458003060990254	-0.02796479778636104	2.4321162799732363	0.016346037767603048	1.0	-0.0
ATF6	0.27021236339290666	0.11140219764325518	2.3683633452404265	0.019291462380139606	1.0	-0.0
DBP	0.29417386454554884	0.08652582824335744	2.305166907637068	0.022810827313644918	1.0	-0.0
ZBTB2	0.13155097831286605	-0.07919076627699023	2.2823158687434733	0.024131519179302882	1.0	-0.0
REL	0.21709701403155285	-0.04413962230153791	2.2027498063705253	0.02919360125606139	1.0	-0.0
KDM4B	0.27392401887176054	0.0912607652041544	2.154066607969322	0.032847937867823224	1.0	-0.0
NCOR2	0.27392401887176054	0.0912607652041544	2.154066607969322	0.032847937867823224	1.0	-0.0
VHL	0.4013986547202909	0.14252416914032387	2.149691703532401	0.03338858744758275	1.0	-0.0
NFATC1	0.13742835859809624	0.012711760529615129	2.1434850792161892	0.033789265845108434	1.0	-0.0
TCF3	0.3584102731493709	0.18113278115831433	2.12591414682866	0.03547198376428616	1.0	-0.0
ATF4	0.6070339428498422	0.29502321601275405	2.1154860634110895	0.03638829121387009	1.0	-0.0
NR1I3	0.31439170328118043	0.18706385975200807	2.090150259139226	0.03871995087538449	1.0	-0.0
TCFL5	0.2297791929986088	-0.018158996015417775	2.082984528451576	0.03946131632663914	1.0	-0.0
WWTR1	0.035017120460397906	-0.2067668017892609	2.078287164378473	0.03996988061076324	1.0	-0.0
CUX1	0.18372472266795278	-0.05438306770741056	2.063458628893892	0.04077459273842529	1.0	-0.0
EBF3	0.39179524897825124	0.12058979266335054	2.0389491537350963	0.043842671801487765	1.0	-0.0
BACH1	0.06738366436171199	-0.08858843512230045	2.001356724244511	0.04738385226264119	1.0	-0.0
ATF5	0.3830215782430836	0.1904531346965821	1.9724039816889805	0.05058100371731755	1.0	-0.0
FOXO1	0.31107949556178527	0.0837349897499656	1.961905813852909	0.051991704039902	1.0	-0.0
ONECUT1	0.13488476235165175	0.015695560196742148	1.9421549416749444	0.05417742972181918	1.0	-0.0
PROX1	0.28742359870049394	0.06032071396919312	1.939744838119356	0.05464788460128072	1.0	-0.0
HR	0.08265485055899512	-0.12125116943305064	1.9292060769675303	0.055667060251825974	1.0	-0.0
BCL3	0.06927154275543396	-0.07944595496653212	1.9196419047252642	0.057185878693707774	1.0	-0.0
HBP1	0.16572550903783645	-0.011822304500018857	1.8977006224560413	0.06023464150173497	1.0	-0.0
NR5A2	-0.029362867846955538	-0.2634073455662311	1.8595196665032085	0.06531961669131515	1.0	-0.0
NR3C2	0.04843861991495947	-0.12555530751998595	1.8472378680820636	0.06727042933549297	1.0	-0.0
LHX2	0.17676077983046348	0.012097380209747112	1.8210509764390557	0.07105648993801411	1.0	-0.0
DNMT1	0.20394498166796873	0.001742322469652751	1.8204568537432664	0.07096517408851179	1.0	-0.0
LEF1	0.2838361105063514	0.0831192848763048	1.812192813612919	0.072335455310641	1.0	-0.0
UHRF1	0.20512971150008413	0.033959181637189556	1.7818769152049145	0.07726137595709291	1.0	-0.0
CEBPB	0.13940914477062025	-0.035378282195257155	1.762338461626673	0.08025201978760951	1.0	-0.0
POU5F1	0.029473055984974784	-0.1774696029285185	1.7617943357847368	0.08007273904879061	1.0	-0.0
ATF2	0.002692215492579879	-0.23037275867364404	1.7231798119098358	0.0875655661562215	1.0	-0.0
NELFB	0.23541831747875414	-0.07927431114692449	1.7198686251050364	0.08782915020287382	1.0	-0.0
COPS5	0.06667462408708988	-0.18376456076178352	1.7105822754703526	0.08974529468074227	1.0	-0.0
CTNNB1	0.20211765559490133	0.02481296349206141	1.6617436462181359	0.09940320940833013	1.0	-0.0
CREB3L1	0.2114630885320338	0.03225516437950397	1.653388267595248	0.10051344245146199	1.0	-0.0
EPAS1	-0.18190306714806154	-0.3745324947078915	1.5930038634121475	0.11378215618878375	1.0	-0.0
NFKBIB	0.21279752541739066	0.12738489774541184	1.5844411269414203	0.11547304087686282	1.0	-0.0
IRF7	0.09931056441757731	-0.03916647241863613	1.5390306986841042	0.12656308851491502	1.0	-0.0
HNF4G	0.12296896928775994	-0.021670270505978338	1.505174063835206	0.1347699717821078	1.0	-0.0
HIF1A	0.08559731281161047	-0.08204514208749904	1.4792354598129485	0.14198701911492173	1.0	-0.0
SRY	0.13973288783026827	-0.04093922895774118	1.4699461451922007	0.1443606431236349	1.0	-0.0
TWIST2	0.11657309066963943	-0.10073109387362514	1.464142011302311	0.14552939338550133	1.0	-0.0
HOXA7	0.20810996971062587	0.05728378394584402	1.4630046341195921	0.14576050771447652	1.0	-0.0
ERF	0.16984444834523127	0.032828657662385866	1.4603190453875323	0.14661587103586068	1.0	-0.0
SIM2	0.12523999356257026	0.016844991519731206	1.4576027297427998	0.1467984078257508	1.0	-0.0
STAT3	0.022335864152972916	-0.11403485618806758	1.4440641697379728	0.15102324696302674	1.0	-0.0
PLAGL2	0.15544871329129312	0.02830280283491999	1.4222793406926044	0.15707328402426834	1.0	-0.0
RARG	0.09641728137370285	0.0007299905702295066	1.380917596253764	0.1692602422814794	1.0	-0.0
ETV5	0.09641728137370285	0.0007299905702295066	1.380917596253764	0.1692602422814794	1.0	-0.0
ATF1	0.21475941955055483	0.09539368113448363	1.3143046346816285	0.19094959751612303	1.0	-0.0
TEAD1	0.10702088603520135	-0.04535561711158161	1.3028450313268358	0.19512087925508476	1.0	-0.0
TFPT	0.24319732796065052	0.09527801813393286	1.2944039822409257	0.1979235332139612	1.0	-0.0
ZNF160	0.47427099285958163	0.2704963649298197	1.278700675497661	0.20337878424452716	1.0	-0.0
RARB	0.07908533660080848	0.030422723620680964	1.2663415302938563	0.20775820937225076	1.0	-0.0
NAB2	0.40152694872059275	0.29264112100056316	1.2605244126862127	0.2099024570731978	1.0	-0.0
HMGB2	0.0026460631684154944	-0.08715075771448842	1.2205425389304527	0.22432943256406526	1.0	-0.0
CHD4	0.2189123321273565	0.08125933746242113	1.1995100831831433	0.23260420298501183	1.0	-0.0
VDR	0.35359159813101876	0.2249548917786001	1.1899348414210065	0.23651091668180563	1.0	-0.0
PPARD	0.28557585860137574	0.1384389415379157	1.1849246623373608	0.2380939985010086	1.0	-0.0
RXRA	0.041221882517810164	-0.08705375030959647	1.1700019324787856	0.24416582659358377	1.0	-0.0
PPARGC1A	0.0706345830288497	-0.10082446355850314	1.1649087786194423	0.24633538615302472	1.0	-0.0
TOP2B	0.14604509277179997	0.09254347754869299	1.1620903160125868	0.24746801783175326	1.0	-0.0
RELA	-0.15923217582308796	-0.29098242557950815	1.1513370036977295	0.2518075274650668	1.0	-0.0
NFYB	0.03434556136889656	-0.07438548194374855	1.1508149986801475	0.2522143180883552	1.0	-0.0
LDB1	0.13294139203257632	0.0777817356744985	1.1248837527128757	0.2627288585389113	1.0	-0.0
ID3	0.13294139203257632	0.0777817356744985	1.1248837527128757	0.2627288585389113	1.0	-0.0
HHEX	0.17089616602013596	0.12340384261922649	1.1241544768455665	0.2631852301265796	1.0	-0.0
CEBPE	0.3413639610545742	0.2020142956065985	1.109448148952229	0.2695991598195772	1.0	-0.0
USF1	0.18800160666383992	0.09577583961616072	1.108928040537567	0.26978239477615856	1.0	-0.0
SIRT1	0.033159148611784275	-0.08797062444004691	1.1011853348300837	0.272783786652956	1.0	-0.0
ZNF444	0.06919852071725878	-0.004693370252977475	1.0738251123655913	0.2848512602296638	1.0	-0.0
SIN3A	0.1206559595530316	0.03571260410254972	1.0661369493465098	0.28825794515967107	1.0	-0.0
PLAG1	0.06630069779302668	-0.03885979561206886	1.0522057117819592	0.2944857045126408	1.0	-0.0
HMGA1	0.1839627880672616	0.07444459660639968	1.043262768936981	0.29902760848452115	1.0	-0.0
SP4	0.23726300183670418	0.12588933440981298	1.0405432219074169	0.30037172566953174	1.0	-0.0
NR1D1	0.06213694474179057	-0.016392432604879405	1.0257727324862926	0.30700378480053564	1.0	-0.0
CEBPG	0.29173442022473556	0.1879108387781269	1.016495433981304	0.3109481977087163	1.0	-0.0
TRPS1	0.03540520602849121	0.00937604602176912	0.9985636712520631	0.31985889260815253	1.0	-0.0
NFYC	0.06775224541423522	-0.0209602858099217	0.9834416791499202	0.32745419046807467	1.0	-0.0
CRTC1	0.282586079210139	0.19144968929781933	0.9686851863932175	0.3343913765134333	1.0	-0.0
DACH1	0.12987048252340472	0.020790818054725872	0.955389885422226	0.3414441766761581	1.0	-0.0
ING2	0.12380461379169236	0.028746134543387793	0.9466219997118321	0.3455828938633737	1.0	-0.0
NFE2L1	0.1590633667264766	0.019613196940556802	0.9404865206239897	0.34882825655436167	1.0	-0.0
MEF2C	0.014301477031785545	-0.026315896295599876	0.909598477395574	0.36467537728110644	1.0	-0.0
HAX1	0.02715917388950924	-0.03485437199897834	0.898250122715087	0.3708999021228182	1.0	-0.0
LYL1	0.04871257860647563	-0.020671129442769	0.8913762723770905	0.37427415252729823	1.0	-0.0
HNF1A	0.05127806286702952	-0.07166334871364152	0.8738997465354605	0.3838734959777561	1.0	-0.0
ELF4	0.1162771704978006	0.011786654817094861	0.8137322806272432	0.41722299523854167	1.0	-0.0
ZIC1	0.2929180476500308	0.21254808948631862	0.8090441875446419	0.42006074802012905	1.0	-0.0
TFAP2A	0.0007514555585104301	-0.062344144352234246	0.7894520491704273	0.43101850027321353	1.0	-0.0
AES	0.0575704819852807	-0.03154105552552643	0.7643004624160128	0.4459502540892911	1.0	-0.0
NFATC2	0.15100956031925827	0.10734896546805107	0.7542818757041436	0.45182517287785073	1.0	-0.0
IRF5	0.05068521024296264	0.0173743765709462	0.7477316315691901	0.45588657748522476	1.0	-0.0
HLF	0.01882085970130954	-0.015392590200704034	0.7469109818355059	0.45649489630295537	1.0	-0.0
NFIB	0.19714792552777827	0.12158302410529068	0.7406428287217832	0.4602844691833319	1.0	-0.0
NKX2-2	0.018759199083978925	-0.016653551346905583	0.6922785010817691	0.48994827356950055	1.0	-0.0
PITX3	0.14953520610336712	0.10434232923201922	0.6914135102153163	0.49056638293247423	1.0	-0.0
ERG	-0.09321056103209553	-0.1600014064362191	0.6414712371484022	0.5223325441100102	1.0	-0.0
NR2F1	0.13595194375567282	0.07371250687460425	0.6393485312026218	0.5236184991784634	1.0	-0.0
