TF	TFAs Ave.(E)	TFAs Ave.(IE)	TTS	p_val	FDR	negLog10_FDR
TWIST2	0.7430875214741265	0.1810400703518238	4.6857788814939925	4.599144232182136e-06	0.0028836634335781992	2.540055429621643
RFX1	0.21738710340528097	-0.31864402000199427	4.669571914370039	5.7161015634866645e-06	0.0035839956803061387	2.4456325224530873
IRF3	0.5865789926940206	0.10010378417135493	4.628604909256941	5.8605261089066856e-06	0.0036745498702844917	2.434795854083111
PCBD1	0.4350542505946311	-0.0816278852728291	4.597250792893298	6.4568040202998864e-06	0.004048416120728029	2.3927148544568007
PLAGL1	0.23985508063688035	-0.029760169365467062	4.557511021806091	8.569216055162556e-06	0.005372898466586923	2.269791366358101
SMARCA4	0.6824680028901914	0.197215327619586	4.518483373810447	9.78977706006526e-06	0.006138190216660918	2.2119596573238467
TOP2B	0.06101465855257211	-0.11008233349994795	4.5159795131666005	9.251038464539752e-06	0.005800401117266424	2.2365419724729416
EGR3	0.18277216269316982	-0.058825961441860204	4.4942755010964826	1.0492598622410104e-05	0.006578859336251136	2.1818493992302677
PPARGC1A	0.3104695738926997	-0.18889237627541883	4.4677517350602995	1.1524322457575071e-05	0.00722575018089957	2.141117057566266
DNMT3L	0.3571090370318289	0.05223167701312412	4.4523576267799365	1.3188344109309426e-05	0.008269091756537011	2.0825421889704923
MSX1	0.6196720622331353	-0.03443529233335434	4.427614978517068	1.4926252238356832e-05	0.009358760153449733	2.028781682691494
SP4	0.54227934388659	0.19074810770289372	4.342618529636173	2.0580255084802835e-05	0.012903819938171378	1.8892817057868085
FOXQ1	0.47647462126630946	-0.06257754136004463	4.332907654839422	2.1047679958464195e-05	0.01319689533395705	1.8795282277275978
HMGA2	0.3370661829946402	0.00685946141818176	4.30997349378942	2.321888688890059e-05	0.01455824207934067	1.8368910633014202
GATA6	0.42766322080321667	-0.1312569794200907	4.296452130700958	2.6230335121852897e-05	0.016446420121401767	1.7839286199460003
STAT6	0.2869906526145405	-0.13235897351758083	4.281611596575127	2.8673422278434474e-05	0.017978235768578415	1.7452529284851008
KLF4	0.6195036792770517	0.22656478589071044	4.262139045931171	2.9121379776784485e-05	0.018259105120043872	1.73852051108159
ING2	0.28122477495597525	-0.06320725444197071	4.238675642755845	3.0129229255176487e-05	0.018891026742995656	1.7237444371708415
STAT1	0.8218214767090464	0.40046860114604604	4.2337685154398566	3.341829062339626e-05	0.020953268220869452	1.6787482276098975
WT1	0.24968101155100866	-0.06791224794514907	4.197048838972941	3.727821483821345e-05	0.02337344070355983	1.6312773522812285
ZNF148	0.3073534983075132	-0.027124987659270468	4.12260764646347	5.348623600470847e-05	0.03353586997495221	1.4744904228727438
VDR	0.6604567504979335	0.3010853182339115	3.9883964515467	9.335299985195184e-05	0.0585323309071738	1.232604180824023
ZNF350	0.4189941927481976	-0.013933906857369505	3.9666042620322477	0.00010785523009400115	0.06762522926893871	1.1698912494999225
FHL2	1.3172649778670507	0.7182896467289713	3.9595958571019416	0.00010827281412649319	0.06788705445731123	1.16821303446433
TCF3	0.7409485394177061	0.4380847191312439	3.9030193607282198	0.00012368995384167585	0.07755360105873076	1.110398031717219
MTA3	0.2597132016267539	0.041785446540860416	3.8988155845348365	0.0001244405637115179	0.07802423344712171	1.1077704893889413
MKL1	0.23852140950636808	-0.2957049720910615	3.874519235212643	0.00014397251368564133	0.09027076608089711	1.0444528718939232
ELF1	0.3812556862789084	0.027073464986509515	3.8313177352911607	0.0001677116327176137	0.10515519371394379	0.9781692722348896
NFIC	0.05317100648960126	-0.22999005361168126	3.8009656744010574	0.00017510278420554293	0.10978944569687542	0.9594394075718989
CREM	0.04700888350982932	-0.2539398048337785	3.7962948735879727	0.00018605826650358015	0.11665853309774475	0.93308348883143
NR1H3	0.406748577905583	0.07196452388050678	3.7723313915965906	0.00019873875616042893	0.12460920011258894	0.9044498917809651
FOS	0.31965666305749724	-0.021437752742481435	3.733859692216029	0.00023797311923007782	0.1492091457572588	0.8262045560176552
HLTF	0.4474718346001578	0.16936451154959914	3.689844598213244	0.00026778974784341176	0.16790417189781917	0.7749385128572309
MSX2	0.26978592190573253	-0.06765463968406686	3.659377287200248	0.0003136344387120648	0.19664879307246463	0.7063087147186493
NF1	0.6334211478145633	0.22178650333835023	3.6329599723328245	0.0003555443114919201	0.2229262833054339	0.6518387246037199
NRL	0.085372006738746	-0.026344538955801442	3.628823312088328	0.00035132791313116917	0.22028260153324306	0.657019803151077
TSG101	0.17699113680932263	-0.036761189156363526	3.6198397372209663	0.0003581749863211147	0.2245757164233389	0.6486372061934862
AES	0.5083312895935793	0.1568163984218213	3.6010111019937847	0.00037234517655527187	0.23346042570015546	0.6317867269036791
NCOA6	0.2652399750881988	-0.036293703582434764	3.590607999694484	0.0003998289706910651	0.2506927646232978	0.6008582002640467
KLF8	0.3507762908944238	-0.16856904569828843	3.5702967735844138	0.0004334607005688537	0.27177985925667125	0.565782730597593
UHRF1	0.45276892668107893	0.11470055906340494	3.5429697868660592	0.0004869897850777812	0.30534259524376883	0.5152126074636416
ZNF175	0.15151394433265833	-0.08094167802412013	3.520827549836376	0.0005129251140656996	0.32160404651919366	0.4926784954649398
DLX3	0.18547031189743868	-0.2073148872424631	3.5141419729490533	0.0005206617362121868	0.3264549086050411	0.4861767969199673
TFDP3	0.580588927693839	0.28974260510455285	3.471109481996659	0.0006083738199242402	0.3814503850924986	0.4185619423272342
TFCP2	0.24110659760867784	-0.17021462985668845	3.444535383833874	0.0006893919598686875	0.43224875883766706	0.364266245088687
PIAS1	0.3656901260737008	0.03766254151768772	3.441239807824365	0.0006762191297427114	0.42398939434868005	0.3726450066937098
NR1H2	0.3738116636782132	0.08255349934179886	3.436764979993945	0.0006958111202693534	0.43627357240888454	0.3602410939226666
PTMA	0.37574961823140873	-0.059285315176212314	3.419750755852575	0.0007312460881468035	0.45849129726804577	0.33866890336219396
NHLH2	0.3692881729457705	0.12776459127360423	3.379069738073761	0.0008413839000988393	0.5275477053619723	0.2777382616441532
ATF2	0.24999919960910486	-0.1029972265274658	3.3233623077359824	0.0010260787586413018	0.6433513816680962	0.1915517620089128
TCFL5	0.39569822537977106	0.07443272985969698	3.291006943499943	0.001139854314863381	0.7146886554193399	0.14588311159952322
USF2	0.19330562322589506	-0.07412149531093137	3.288344391548762	0.0011661052065633818	0.7311479645152404	0.13599472472505358
SPI1	0.35694649212385604	0.0017131684347290678	3.2771725370654616	0.001201785377918796	0.7535194319550851	0.12290554350588677
NFATC2	0.3911805848761611	0.20251171797204465	3.24526149764624	0.0013381148877702	0.8389980346319155	0.07623905651279406
TEAD1	0.3299629713264105	0.012883108459130141	3.219393047527757	0.0014605984080204456	0.9157952018288193	0.03820163622295992
ONECUT2	0.4852137423370362	0.1934651196944779	3.2165437637671626	0.001453635190903109	0.9114292646962494	0.04027703095210898
REL	0.7276931831102117	0.34452223443435803	3.2065384332899733	0.0015463130661561874	0.9695382924799295	0.013435033532859637
NCOA4	0.46201825106485034	0.19410255074840083	3.185381707097695	0.0016404387821362027	1.0	-0.0
ID1	0.2610568532117699	0.03660982300137184	3.1467362704375943	0.001847897759838874	1.0	-0.0
HEXIM1	0.6688400763900731	0.209557908259649	3.1389374694536416	0.0019738682201261063	1.0	-0.0
PRDM1	-0.05964783705229103	-0.33084406574142206	3.132580395454217	0.0019073614188545409	1.0	-0.0
ELK4	0.3406151797647088	0.032174981650838666	3.1118013599667957	0.002090327652887962	1.0	-0.0
MECP2	0.5333237639662235	0.1496963659216974	3.1099778380210776	0.0020966555396421515	1.0	-0.0
HIC1	0.19930848604937745	-0.20252641821977532	3.077508058277005	0.002417880448434381	1.0	-0.0
NR1I3	0.11471124542713006	-0.027638296244519214	3.046554387941595	0.0025385826668498537	1.0	-0.0
NKX3-1	0.2863969782660768	-0.04513883948964249	3.0373337494757555	0.0027000542790011147	1.0	-0.0
KAT2B	0.7252384648197631	0.46621587106235585	3.019150955706847	0.002841407941302581	1.0	-0.0
ECD	0.1961973070608575	0.06774821577630175	3.007247459093342	0.002948216844876618	1.0	-0.0
CEBPA	0.155780843396642	-0.17328140339769568	3.000553393859577	0.0030091677445350665	1.0	-0.0
FUS	0.3346040532778247	0.10074494385229327	2.999779920430641	0.0030277671919353615	1.0	-0.0
ANKRD1	0.14330398739297856	0.009463545940135588	2.996041800982035	0.0029862687925285643	1.0	-0.0
FOXD3	0.32650567750900406	-0.0009052362635459785	2.9879896910272823	0.003185950102020942	1.0	-0.0
TFAP2B	0.2710650548307145	-0.13273839833711368	2.986861829294818	0.0031344316067803565	1.0	-0.0
TFAP4	0.5237717270956194	0.2942217179509671	2.9780319959068686	0.0032171744648829795	1.0	-0.0
NCOA1	0.7605138969823728	0.4747427657040581	2.967646664521086	0.003338422461095551	1.0	-0.0
IRF9	0.7639051453154609	0.4783158182469706	2.951994370115749	0.0035262013121664638	1.0	-0.0
SRCAP	0.3657174207233497	0.10962732440394546	2.918997535260462	0.0038283666951126004	1.0	-0.0
TLX1	0.49875899743665975	0.19665682564969608	2.886363102569762	0.004365565085465359	1.0	-0.0
PITX3	0.2064727141439264	0.03892528512803396	2.8612613070024437	0.004650752259518487	1.0	-0.0
LEF1	0.38739004932016974	0.14042239294969505	2.8439053102773815	0.004781983130475879	1.0	-0.0
DBP	0.12089784343693388	-0.10464937688818672	2.8421090940305898	0.004834371114923709	1.0	-0.0
HOXA10	0.17396893080005227	-0.033922595672216393	2.8228646691681036	0.005172854822269573	1.0	-0.0
MAF	0.19163878359842154	-0.06789145246412776	2.814350464281426	0.0052510941857723025	1.0	-0.0
PHOX2B	0.1910372857041359	-0.03799160029271831	2.7696382879813544	0.006078166005098034	1.0	-0.0
REST	0.3472617996547245	0.11836198466278969	2.74808092600326	0.006470097910793282	1.0	-0.0
TFAP2C	0.17668710259294168	-0.1624861808396475	2.7448273613229603	0.006550233337190251	1.0	-0.0
SMARCB1	0.03986012520804821	-0.17423516840290268	2.7310975891697464	0.006651405560539125	1.0	-0.0
SMARCA1	0.03986012520804821	-0.17423516840290268	2.7310975891697464	0.006651405560539125	1.0	-0.0
EP300	0.17503986469935173	-0.15363784728001587	2.7232334417734942	0.006929194237190785	1.0	-0.0
GATA2	0.2283592359070468	0.009080632775015592	2.7186167587262924	0.007082199208737673	1.0	-0.0
HDAC9	0.052260735137310665	-0.1913707067509932	2.710337938200212	0.007157855289157683	1.0	-0.0
KAT5	0.3918770094849732	0.1787046819529752	2.699313682074623	0.007403307576609831	1.0	-0.0
HOXA9	0.19197441971691634	-0.014215950887120138	2.666326427137444	0.008209569891024452	1.0	-0.0
GATA3	0.23648845154424603	0.007174440968194341	2.6084875760672435	0.00957273351622045	1.0	-0.0
GLI2	0.038737574697484886	-0.20016767956550763	2.5852343343101256	0.010324060928964582	1.0	-0.0
BHLHE41	0.4743885766917023	0.17254263899553157	2.5803225206848666	0.010624453195739007	1.0	-0.0
KLF14	0.5690665772950745	0.24623580617812585	2.553761870910458	0.011295801047550106	1.0	-0.0
HOXA5	0.42760680050798877	0.23754051377520463	2.513004278906881	0.012544124995463982	1.0	-0.0
KLF3	0.4230228995198531	0.1661385740394651	2.4901090567773654	0.01340706564097287	1.0	-0.0
NELFCD	0.7159820408672962	0.38836041517911407	2.465310175119476	0.014583493073186687	1.0	-0.0
GLI1	0.13297494645810867	-0.1112829922194162	2.441833601907193	0.015338956479188696	1.0	-0.0
ZIC1	0.2971042690602317	0.09419200434682061	2.4336205563429583	0.01572026813604453	1.0	-0.0
HOXA11	0.08145752169115553	-0.1382924446789918	2.426131773802759	0.0159754184658668	1.0	-0.0
GZF1	0.08145752169115553	-0.1382924446789918	2.426131773802759	0.0159754184658668	1.0	-0.0
HNF1A	0.28021828600810295	-0.030103378814584837	2.4256663769114515	0.016144250968630383	1.0	-0.0
CRTC1	0.2909282322914585	0.08519801629843825	2.419783100966252	0.016274218078383924	1.0	-0.0
PAX5	0.5059934970210856	0.302615213806013	2.4112100007759185	0.01660180838896503	1.0	-0.0
TRIM16	0.0846976439506018	-0.06575861198704366	2.370225599973975	0.01868423948466528	1.0	-0.0
NFATC1	0.09115760561829996	-0.0257516425493129	2.3659014695737888	0.018893204663018207	1.0	-0.0
ING1	0.6424927692574003	0.4063973458574714	2.348677647042486	0.019679771378489117	1.0	-0.0
TAF1	0.849203895043933	0.5969034318950658	2.32392762631122	0.021124765475433765	1.0	-0.0
KDM4C	0.23681542920075282	-0.003031567355371463	2.287780396874678	0.02294485951982637	1.0	-0.0
TWIST1	0.4281070346658458	0.23884327563523058	2.26649776708364	0.024254133507738432	1.0	-0.0
NR1D1	0.14431651332206905	-0.02281314149911898	2.217827181316817	0.027503757311862848	1.0	-0.0
HMGB2	0.18155746413030419	0.03521687826603915	2.1817215892170787	0.029998128846630376	1.0	-0.0
MAML1	0.14197162694678148	-0.06716411144201653	2.167658251414432	0.03114889799974433	1.0	-0.0
BACH2	0.23340112334496327	-0.027549633236847365	2.1636854106357064	0.031576209414763495	1.0	-0.0
KDM2A	0.5829605772897508	0.29497685690691644	2.161676078981454	0.03163293942666642	1.0	-0.0
ING4	0.853516703648086	0.6226894210718765	2.117763904056834	0.035348481677143585	1.0	-0.0
ETV3	0.1279793463910384	-0.05219029635165774	2.104257060213491	0.03646538776200625	1.0	-0.0
HDAC2	0.27485398636316266	0.09811527782148964	2.0477169629771557	0.04165403147354938	1.0	-0.0
ID3	0.14915228269477707	0.04659433847034518	2.0391147444637383	0.04246657729414087	1.0	-0.0
LDB1	0.14915228269477707	0.04659433847034518	2.0391147444637383	0.04246657729414087	1.0	-0.0
TEF	0.10926193566900683	-0.17254733430859592	2.0304566762350507	0.04335134210408748	1.0	-0.0
MEF2A	0.16143490895529855	-0.009432405809156259	2.0225744701218686	0.04430293647026762	1.0	-0.0
COPS5	-0.09921485747043808	-0.34619916375190696	2.0113454768915555	0.045499575379399165	1.0	-0.0
MBD2	0.18455661911048	-0.02888354207175349	2.000139224052221	0.04659757137138653	1.0	-0.0
SP7	0.1354300366454852	0.019390295289753504	1.984912787046213	0.04829641914510431	1.0	-0.0
NR5A1	0.298255245384605	0.10776220342917396	1.971315135967211	0.05000509823489137	1.0	-0.0
NR3C1	0.44836923685225066	0.2859542305166905	1.958035895323605	0.05125677749701644	1.0	-0.0
HBP1	-0.20445663278528378	-0.38479903880890426	1.948800511581269	0.05265579955005434	1.0	-0.0
CREBBP	0.425640408613224	0.26267564553790945	1.9253208714742858	0.055467394453042246	1.0	-0.0
ATF6	0.1702418352783064	0.058255113440311236	1.9148085358432145	0.0565364448107813	1.0	-0.0
EBF3	0.9132806095947295	0.6792737934573932	1.8683767982251738	0.06304980722796724	1.0	-0.0
ZNF382	0.06813534529016392	-0.12725479670320716	1.8384567637837694	0.06735211306408653	1.0	-0.0
ETS2	0.007827660687719331	-0.1736059023729102	1.8177775280420183	0.07024192428869575	1.0	-0.0
ELK3	-0.02581756226848857	-0.12964510354413822	1.7975704309477156	0.0733841306463796	1.0	-0.0
HNF4A	-0.13761858809739597	-0.28745655731026337	1.797260345262411	0.07358870585510205	1.0	-0.0
FOXO4	0.5592377435636173	0.3642993128688524	1.721457888268793	0.0864265461295617	1.0	-0.0
NUPR1	0.556945994802729	0.383928717068523	1.704883733508925	0.08957952360993097	1.0	-0.0
SIN3A	0.1099137721552733	-0.013635229598451174	1.6980902605733328	0.090821395567153	1.0	-0.0
NFYC	0.2812750102160637	0.14092852590649088	1.6892153445313975	0.09237604605115733	1.0	-0.0
PLAGL2	0.30246130656951586	0.1505663133750239	1.6824614798644721	0.09361799229248166	1.0	-0.0
ATF7	0.11496556144332847	0.004183589515522355	1.6656694981071163	0.09709757850890544	1.0	-0.0
BACH1	0.04520313288651473	-0.09399858387173811	1.6534468003446965	0.09974998574168734	1.0	-0.0
BCL11A	-0.02937000035737692	-0.12307274611253133	1.5644095931688706	0.11885011163494585	1.0	-0.0
PDX1	0.05290879799996899	-0.0362205335360357	1.5225979569639156	0.12887901043759936	1.0	-0.0
NELFB	-0.18666131228912186	-0.4009759778970116	1.519508981669641	0.12967187500223432	1.0	-0.0
RB1CC1	-0.08705947071502262	-0.15667496100187814	1.4607728622152276	0.1454205664115224	1.0	-0.0
NCOA3	0.19280317873579933	0.037314748155567734	1.4570822508557104	0.14641130608986028	1.0	-0.0
SRSF1	0.0846437140777183	-0.02959762146045783	1.4369250082652312	0.15194711761091842	1.0	-0.0
NFIX	-0.16440773505595818	-0.3568145858389101	1.4172137904776667	0.15770871418551946	1.0	-0.0
PA2G4	0.08409583767531996	-0.03503360368954047	1.3879620293826156	0.16645448558914078	1.0	-0.0
FOXL1	0.025892575261702386	-0.17233188826935594	1.364452553453445	0.1736160718591845	1.0	-0.0
TBX5	0.00843109800388297	-0.07528264715948986	1.3637033471363758	0.17380505488292552	1.0	-0.0
MTA1	-0.0697777520464902	-0.16965600935783334	1.3633519627070296	0.1739841369275285	1.0	-0.0
CREB5	0.28750798880652745	0.1761875404861258	1.3385187060368	0.18181681749429338	1.0	-0.0
SRF	-0.053934000455602045	-0.1941152469539136	1.3326313491828077	0.1839668877108627	1.0	-0.0
EPAS1	-0.00757058996239174	-0.15060637705016885	1.3301120425660795	0.1846990994228793	1.0	-0.0
DNMT1	0.06229699857252131	-0.045505780971283	1.3229216827292845	0.1870000674275218	1.0	-0.0
GCM1	0.2449994309577427	0.1566142630516944	1.3197800195050768	0.1881116374530198	1.0	-0.0
TBPL1	-0.023374337874162876	-0.07268591203992339	1.3122560543617023	0.19073072119509485	1.0	-0.0
CREB3	0.022216567796469282	-0.17804924772053182	1.3089940492836194	0.19172960144937629	1.0	-0.0
BARD1	-0.004434488990128443	-0.0797735870016437	1.2968582434929083	0.19590514384276064	1.0	-0.0
KDM4B	0.25843826619611215	0.1548049444100072	1.2816056058865959	0.20137656319360508	1.0	-0.0
NCOR2	0.25843826619611215	0.1548049444100072	1.2816056058865959	0.20137656319360508	1.0	-0.0
NKX2-1	0.033813084584825445	-0.06564721028725173	1.26605449440412	0.20661736584648605	1.0	-0.0
ETV5	0.07941783389841181	-0.02197615652380826	1.258307347454527	0.20963086108017848	1.0	-0.0
RARG	0.07941783389841181	-0.02197615652380826	1.258307347454527	0.20963086108017848	1.0	-0.0
TRPS1	-0.004699814007120985	-0.03159698270064393	1.2508611613110436	0.21215169901563916	1.0	-0.0
NFIB	0.6166046683195539	0.4859390840471083	1.1993828785917802	0.23176193807292725	1.0	-0.0
APC	0.13594719401904062	0.016099984035759234	1.1976450273087627	0.23241441534351603	1.0	-0.0
TRIM28	0.19602209887316852	0.13018449101761212	1.197476600182267	0.23233259785131288	1.0	-0.0
ZFHX3	0.5469127855501343	0.43018751468130956	1.1893790643782491	0.2354574402910868	1.0	-0.0
HDAC11	0.18222261918870158	0.09869029503463728	1.1611376544744765	0.2467402586468147	1.0	-0.0
SKI	0.46578057193675576	0.3756100277066213	1.1283471679492592	0.2603646058911349	1.0	-0.0
NFYA	0.29660637922517147	0.199685844539919	1.0846514161703116	0.27918377547042894	1.0	-0.0
ZNF224	-0.04676295103531623	-0.15257000621372085	1.0837104631543306	0.2796436201220057	1.0	-0.0
SPIB	0.037350105081987356	-0.07161176304346148	1.0685932084786673	0.28637630866675046	1.0	-0.0
STAT3	0.27905490153200957	0.17750078433135483	1.0394926471766728	0.29972951823963095	1.0	-0.0
MAZ	0.011510997983534013	-0.0897325197062349	1.027523511785497	0.3053092405586419	1.0	-0.0
